text,corrAns,letterColor,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trial_blocks.thisRepN,trial_blocks.thisTrialN,trial_blocks.thisN,trial_blocks.thisIndex,resp.keys,resp.corr,resp.rt,date,frameRate,expName,session,participant,
verde,down,green,0,0,0,3,,,,,right,0,0.268803119659,2018_Sep_26_1527,59.9664303831,emo_stroop,01,,
verde,down,green,0,1,1,2,,,,,right,0,0.10130906105,2018_Sep_26_1527,59.9664303831,emo_stroop,01,,
rojo,left,red,0,2,2,11,,,,,right,0,0.200721025467,2018_Sep_26_1527,59.9664303831,emo_stroop,01,,
rojo,left,red,0,3,3,5,,,,,right,0,0.0518219470978,2018_Sep_26_1527,59.9664303831,emo_stroop,01,,
azul,right,blue,0,4,4,1,,,,,right,1,0.151749134064,2018_Sep_26_1527,59.9664303831,emo_stroop,01,,
rojo,left,red,0,5,5,4,,,,,right,0,0.117786884308,2018_Sep_26_1527,59.9664303831,emo_stroop,01,,
azul,right,blue,0,6,6,0,,,,,right,1,0.134479045868,2018_Sep_26_1527,59.9664303831,emo_stroop,01,,
rojo,left,red,0,7,7,10,,,,,right,0,0.36819601059,2018_Sep_26_1527,59.9664303831,emo_stroop,01,,
azul,right,blue,0,8,8,7,,,,,right,1,0.168595075607,2018_Sep_26_1527,59.9664303831,emo_stroop,01,,
verde,down,green,0,9,9,9,,,,,right,0,0.20307803154,2018_Sep_26_1527,59.9664303831,emo_stroop,01,,
azul,right,blue,0,10,10,6,,,,,right,1,0.0685918331146,2018_Sep_26_1527,59.9664303831,emo_stroop,01,,
verde,down,green,0,11,11,8,,,,,right,0,0.0182340145111,2018_Sep_26_1527,59.9664303831,emo_stroop,01,,
