text,corrAns,letterColor,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trial_blocks.thisRepN,trial_blocks.thisTrialN,trial_blocks.thisN,trial_blocks.thisIndex,resp.keys,resp.corr,resp.rt,date,frameRate,expName,session,participant,
azul,right,blue,0,0,0,6,,,,,left,0,0.152125120163,2018_Sep_26_1518,59.7714201025,emo_stroop,01,,
rojo,left,red,0,1,1,5,,,,,left,1,0.151041984558,2018_Sep_26_1518,59.7714201025,emo_stroop,01,,
azul,right,blue,0,2,2,0,,,,,left,0,0.00171494483948,2018_Sep_26_1518,59.7714201025,emo_stroop,01,,
verde,down,green,0,3,3,2,,,,,left,0,0.184453010559,2018_Sep_26_1518,59.7714201025,emo_stroop,01,,
verde,down,green,0,4,4,3,,,,,left,0,0.0675778388977,2018_Sep_26_1518,59.7714201025,emo_stroop,01,,
azul,right,blue,0,5,5,7,,,,,left,0,0.051237821579,2018_Sep_26_1518,59.7714201025,emo_stroop,01,,
azul,right,blue,0,6,6,1,,,,,left,0,0.0355398654938,2018_Sep_26_1518,59.7714201025,emo_stroop,01,,
verde,down,green,0,7,7,8,,,,,left,0,0.0843100547791,2018_Sep_26_1518,59.7714201025,emo_stroop,01,,
verde,down,green,0,8,8,9,,,,,left,0,0.0179040431976,2018_Sep_26_1518,59.7714201025,emo_stroop,01,,
rojo,left,red,0,9,9,4,,,,,left,1,0.234407901764,2018_Sep_26_1518,59.7714201025,emo_stroop,01,,
rojo,left,red,0,10,10,11,,,,,left,1,0.167500019073,2018_Sep_26_1518,59.7714201025,emo_stroop,01,,
rojo,left,red,0,11,11,10,,,,,left,1,0.0341429710388,2018_Sep_26_1518,59.7714201025,emo_stroop,01,,
