text,corrAns,letterColor,condition,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trial_blocks.thisRepN,trial_blocks.thisTrialN,trial_blocks.thisN,trial_blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,resp.keys,resp.corr,resp.rt,date,frameRate,expName,session,participant,
azul,right,blue,,0,0,0,1,,,,,,,,,right,1,0.484792947769,2018_Sep_26_1536,60.020062477,emo_stroop,01,,
verde,down,green,,0,1,1,8,,,,,,,,,right,0,0.218425035477,2018_Sep_26_1536,60.020062477,emo_stroop,01,,
verde,down,green,,0,2,2,3,,,,,,,,,right,0,0.250713825226,2018_Sep_26_1536,60.020062477,emo_stroop,01,,
verde,down,green,,0,3,3,9,,,,,,,,,right,0,0.150830984116,2018_Sep_26_1536,60.020062477,emo_stroop,01,,
rojo,left,red,,0,4,4,4,,,,,,,,,right,0,0.0685000419617,2018_Sep_26_1536,60.020062477,emo_stroop,01,,
rojo,left,red,,0,5,5,5,,,,,,,,,right,0,0.068480014801,2018_Sep_26_1536,60.020062477,emo_stroop,01,,
rojo,left,red,,0,6,6,10,,,,,,,,,right,0,0.152729034424,2018_Sep_26_1536,60.020062477,emo_stroop,01,,
rojo,left,red,,0,7,7,11,,,,,,,,,right,0,0.0177631378174,2018_Sep_26_1536,60.020062477,emo_stroop,01,,
verde,down,green,,0,8,8,2,,,,,,,,,right,0,0.0015070438385,2018_Sep_26_1536,60.020062477,emo_stroop,01,,
azul,right,blue,,0,9,9,6,,,,,,,,,right,1,0.00177001953125,2018_Sep_26_1536,60.020062477,emo_stroop,01,,
azul,right,blue,,0,10,10,0,,,,,,,,,right,1,0.301488876343,2018_Sep_26_1536,60.020062477,emo_stroop,01,,
azul,right,blue,,0,11,11,7,,,,,,,,,right,1,0.235753059387,2018_Sep_26_1536,60.020062477,emo_stroop,01,,
positiva3,left,red,positive,,,,,0,0,0,0,0,0,0,0,right,0,0.501994132996,2018_Sep_26_1536,60.020062477,emo_stroop,01,,
neutral3,left,red,neutral,,,,,0,0,0,0,0,1,1,2,right,0,0.00145387649536,2018_Sep_26_1536,60.020062477,emo_stroop,01,,
